ID,mese,annrif,progind,sesso,eta10,staciv4,reg,rip,istr4,condogg,posiz4,ateco3,cond4,ORARIO,RAPP,CODPROF7,progesc,DEST_EIE,DEST_ERE,DEST_EPR,MOTESC,PARTESC,NPARTESC,EMEZZO,TRIM
6268,1,2015,15218,2,4,2,80,2,4,1,1,3,1,1,2,2,1,1,8,40,2,1,4,5,1
6269,10,2015,15233,2,1,1,170,4,1,0,0,0,0,0,0,0,1,1,16,74,1,1,4,6,4
6270,1,2015,15235,2,3,1,150,4,3,2,0,0,2,0,0,0,1,1,15,65,2,2,1,2,1
6271,4,2015,15249,2,4,3,150,4,4,1,1,3,1,1,2,2,1,1,15,61,2,1,4,5,2
6272,12,2015,15255,2,1,1,130,4,1,0,0,0,0,0,0,0,1,1,11,41,1,1,3,5,4
6273,9,2015,15263,2,5,2,40,2,3,1,1,3,1,1,2,2,1,1,5,23,1,1,3,5,3
6274,5,2015,15272,1,1,1,100,3,1,0,0,0,0,0,0,0,1,1,10,54,1,1,5,4,2
6275,1,2015,15280,2,6,2,160,4,3,1,2,3,1,1,2,2,1,1,18,79,2,2,1,5,1
6276,5,2015,15300,1,6,1,70,1,4,1,3,3,1,0,0,2,1,1,9,46,2,2,1,5,2
6277,9,2015,15308,2,7,3,50,2,3,1,3,2,1,0,0,2,1,1,4,22,1,2,1,5,3
6278,9,2015,15308,2,7,3,50,2,3,1,3,2,1,0,0,2,2,1,5,24,1,2,1,5,3
6279,12,2015,15318,1,8,1,20,1,1,3,2,2,4,0,0,5,1,2,200,0,1,1,2,6,4
6280,6,2015,15332,1,8,2,60,2,1,3,2,2,4,0,0,3,1,1,6,30,2,1,2,5,2
6281,7,2015,15351,2,4,2,190,5,3,3,0,0,3,0,0,0,1,1,19,84,1,1,5,5,3
6282,7,2015,15351,2,4,2,190,5,3,3,0,0,3,0,0,0,2,1,19,84,1,1,5,5,3
6283,1,2015,15353,1,1,1,180,4,1,0,0,0,0,0,0,0,1,1,18,78,2,1,4,5,1
6284,7,2015,15357,2,7,4,80,2,4,3,1,3,4,0,0,4,1,1,8,39,2,2,1,7,3
6285,1,2015,15363,1,5,2,170,4,2,1,2,2,2,1,2,5,1,1,17,76,2,1,3,5,1
6286,10,2015,15374,2,4,2,120,3,4,1,4,3,2,0,0,5,1,1,9,48,1,2,1,2,4
6287,8,2015,15381,2,7,4,90,3,3,3,1,3,4,0,0,2,1,1,9,46,2,2,1,5,3
6288,8,2015,15381,2,7,4,90,3,3,3,1,3,4,0,0,2,2,1,9,46,2,2,1,5,3
6289,6,2015,15384,1,8,4,60,2,2,3,2,2,4,0,0,5,1,1,6,30,6,2,1,5,2
6290,3,2015,15390,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,5,5,1
6291,1,2015,15398,2,7,2,30,1,3,3,1,3,4,0,0,2,1,1,3,15,2,1,2,5,1
6292,11,2015,15405,1,6,2,110,3,3,3,1,3,4,0,0,3,1,1,11,42,2,1,2,5,4
6293,3,2015,15410,1,6,2,50,2,3,3,2,3,4,0,0,5,1,1,4,22,1,1,2,5,1
6294,3,2015,15410,1,6,2,50,2,3,3,2,3,4,0,0,5,2,1,5,27,1,1,2,5,1
6295,5,2015,15419,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,3,5,2
6296,5,2015,15419,1,1,1,80,2,1,0,0,0,0,0,0,0,2,1,1,5,1,1,3,5,2
6297,11,2015,15425,1,6,2,90,3,2,1,4,3,1,0,0,4,1,1,9,49,2,1,2,5,4
6298,8,2015,15439,1,7,2,110,3,2,3,2,3,4,0,0,5,1,1,11,43,1,1,2,5,3
6299,8,2015,15443,2,5,2,50,2,3,3,1,2,3,0,0,3,1,1,6,31,1,1,4,5,3
6300,4,2015,15447,1,5,1,120,3,2,1,2,2,1,1,2,5,1,1,12,60,1,2,1,5,2
6301,1,2015,15461,2,5,2,30,1,4,1,4,3,1,0,0,3,1,1,3,108,6,1,3,5,1
6302,1,2015,15461,2,5,2,30,1,4,1,4,3,1,0,0,3,2,1,3,108,2,1,3,5,1
6303,1,2015,15461,2,5,2,30,1,4,1,4,3,1,0,0,3,3,1,3,15,4,1,3,10,1
6304,1,2015,15461,2,5,2,30,1,4,1,4,3,1,0,0,3,4,1,3,108,2,1,3,5,1
6305,1,2015,15480,1,4,1,110,3,4,1,1,2,1,1,2,2,1,1,11,43,3,2,1,5,1
6306,11,2015,15482,2,4,2,60,2,3,1,1,3,1,1,2,3,1,1,5,23,2,1,2,5,4
6307,8,2015,15494,1,2,1,190,5,3,1,2,3,1,2,1,4,1,1,19,89,1,2,1,5,3
6308,9,2015,15505,2,6,3,10,1,3,3,1,3,4,0,0,3,1,1,7,9,1,1,2,5,3
6309,12,2015,15511,2,2,1,50,2,4,3,0,0,3,0,0,0,1,1,12,58,4,2,1,2,4
6310,12,2015,15511,2,2,1,50,2,4,3,0,0,3,0,0,0,2,1,12,58,4,2,1,2,4
6311,12,2015,15511,2,2,1,50,2,4,3,0,0,3,0,0,0,3,1,12,58,4,2,1,2,4
6312,7,2015,15516,2,6,2,70,1,2,2,4,3,2,0,0,6,1,1,9,45,2,1,2,5,3
6313,1,2015,15533,2,7,2,70,1,2,3,4,2,4,0,0,3,1,1,8,35,2,1,2,5,1
6314,1,2015,15533,2,7,2,70,1,2,3,4,2,4,0,0,3,2,1,9,45,1,1,2,5,1
6315,1,2015,15533,2,7,2,70,1,2,3,4,2,4,0,0,3,3,1,9,45,8,1,2,5,1
6316,1,2015,15533,2,7,2,70,1,2,3,4,2,4,0,0,3,4,1,7,10,1,1,2,5,1
6317,8,2015,15547,2,5,2,30,1,2,1,2,3,1,2,2,6,1,1,7,10,1,1,2,5,3
6318,8,2015,15559,1,3,1,110,3,3,1,2,2,1,1,2,5,1,1,8,99,1,2,1,5,3
6319,8,2015,15559,1,3,1,110,3,3,1,2,2,1,1,2,5,2,1,8,99,1,2,1,5,3
6320,10,2015,15561,2,2,1,60,2,3,3,0,0,3,0,0,0,1,1,3,15,1,2,1,7,4
6321,9,2015,15565,1,6,1,40,2,3,3,1,3,4,0,0,3,1,1,4,21,1,2,1,5,3
6322,9,2015,15565,1,6,1,40,2,3,3,1,3,4,0,0,3,2,1,4,21,1,2,1,5,3
6323,5,2015,15584,1,3,2,50,2,3,1,2,2,1,1,2,5,1,1,5,27,1,2,1,5,2
6324,5,2015,15592,1,6,1,10,1,2,3,2,3,4,0,0,6,1,1,1,3,1,2,1,9,2
6325,9,2015,15636,1,1,1,50,2,2,0,0,0,0,0,0,0,1,1,5,25,1,1,4,5,3
6326,9,2015,15636,1,1,1,50,2,2,0,0,0,0,0,0,0,2,1,5,28,4,1,4,5,3
6327,4,2015,15656,2,5,3,100,3,3,1,2,3,1,1,2,4,1,1,9,48,1,2,1,2,2
6328,2,2015,15672,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,35,1,1,3,5,1
6329,11,2015,15689,2,3,1,40,2,4,1,1,3,1,2,2,2,1,1,5,24,1,1,2,5,4
6330,2,2015,15720,1,5,1,50,2,3,1,1,3,1,1,2,6,1,1,5,23,2,1,2,5,1
6331,2,2015,15720,1,5,1,50,2,3,1,1,3,1,1,2,6,2,1,5,23,2,1,2,5,1
6332,2,2015,15720,1,5,1,50,2,3,1,1,3,1,1,2,6,3,1,5,23,2,1,2,5,1
6333,12,2015,15730,2,7,2,160,4,3,3,1,3,4,0,0,2,1,1,8,37,6,1,2,5,4
6334,2,2015,15734,1,8,2,50,2,2,3,1,3,4,0,0,2,1,1,5,27,1,1,2,2,1
6335,2,2015,15734,1,8,2,50,2,2,3,1,3,4,0,0,2,2,1,5,27,1,1,2,5,1
6336,4,2015,15751,2,7,2,200,5,3,3,0,0,3,0,0,0,1,1,20,107,1,1,2,6,2
6337,11,2015,15759,1,3,2,50,2,3,1,2,2,1,1,2,5,1,1,5,24,6,1,2,5,4
6338,6,2015,15773,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,2,7,2,1,4,5,2
6339,11,2015,15774,1,7,4,150,4,1,3,4,2,4,0,0,5,1,1,12,58,3,2,1,2,4
6340,5,2015,15801,1,7,2,80,2,3,3,2,2,4,0,0,5,1,1,8,40,1,1,2,5,2
6341,1,2015,15804,2,4,2,50,2,3,2,2,3,2,0,0,4,1,1,6,93,6,1,2,5,1
6342,1,2015,15804,2,4,2,50,2,3,2,2,3,2,0,0,4,2,1,5,25,1,1,2,5,1
6343,9,2015,15805,1,6,2,40,2,3,3,2,2,4,0,0,5,1,1,4,21,1,1,2,5,3
6344,9,2015,15805,1,6,2,40,2,3,3,2,2,4,0,0,5,2,1,4,21,1,1,2,5,3
6345,10,2015,15823,1,1,1,10,1,1,0,0,0,0,0,0,0,1,2,125,0,1,1,3,6,4
6346,10,2015,15823,1,1,1,10,1,1,0,0,0,0,0,0,0,2,1,2,7,1,1,4,5,4
6347,7,2015,15832,2,2,1,50,2,2,2,0,0,2,0,0,0,1,1,5,27,1,1,3,5,3
6348,3,2015,15837,1,1,1,90,3,1,0,0,0,0,0,0,0,1,1,9,50,1,1,3,5,1
6349,2,2015,15842,2,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,63,1,1,4,5,1
6350,7,2015,15845,2,4,3,170,4,4,1,2,3,1,2,2,6,1,1,15,63,2,2,1,2,3
6351,6,2015,15851,2,4,1,30,1,3,1,1,3,1,2,2,2,1,1,3,15,7,2,1,2,2
6352,1,2015,15871,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,37,1,1,3,5,1
6353,10,2015,15886,1,1,1,10,1,1,0,0,0,0,0,0,0,1,2,125,0,1,1,3,6,4
6354,10,2015,15886,1,1,1,10,1,1,0,0,0,0,0,0,0,2,1,2,7,1,1,4,5,4
6355,7,2015,15887,2,4,2,170,4,3,1,4,3,1,0,0,4,1,1,18,78,1,1,5,5,3
6356,8,2015,15904,2,5,3,50,2,2,1,2,3,1,2,1,6,1,1,5,23,1,1,2,5,3
6357,4,2015,15926,2,3,2,100,3,3,1,4,3,1,0,0,2,1,1,10,54,1,1,3,5,2
6358,5,2015,15928,1,4,1,50,2,4,1,1,3,1,1,2,1,1,1,3,15,1,2,1,5,2
6359,10,2015,15966,2,5,2,80,2,3,1,1,2,1,1,2,2,1,1,8,37,4,1,2,5,4
6360,8,2015,15971,1,3,1,140,4,3,1,2,2,1,1,2,5,1,1,14,70,1,1,2,5,3
6361,8,2015,15971,1,3,1,140,4,3,1,2,2,1,1,2,5,2,1,14,70,1,1,2,5,3
6362,4,2015,15975,2,6,2,40,2,3,3,1,3,4,0,0,2,1,1,4,22,1,1,2,5,2
6363,3,2015,15982,2,6,2,50,2,2,3,2,3,3,0,0,4,1,1,5,25,2,2,1,5,1
6364,3,2015,16026,2,2,1,30,1,2,3,0,0,3,0,0,0,1,1,1,1,4,2,1,2,1
6365,1,2015,16031,2,6,2,50,2,2,1,4,2,1,0,0,5,1,1,5,26,1,1,2,5,1
6366,1,2015,16031,2,6,2,50,2,2,1,4,2,1,0,0,5,2,1,5,27,1,1,2,5,1
6367,6,2015,16033,1,1,1,130,4,1,0,0,0,0,0,0,0,1,1,9,48,1,1,4,5,2
6368,6,2015,16034,2,6,2,40,2,2,3,2,3,4,0,0,6,1,1,4,22,1,1,2,9,2
6369,7,2015,16048,1,6,2,130,4,2,1,4,3,1,0,0,4,1,1,13,68,1,1,2,5,3
6370,7,2015,16048,1,6,2,130,4,2,1,4,3,1,0,0,4,2,1,13,68,6,1,2,5,3
6371,6,2015,16066,2,4,2,60,2,3,1,1,3,1,2,2,3,1,2,169,0,8,1,3,5,2
6372,2,2015,16089,1,2,1,150,4,3,2,0,0,3,0,0,0,1,1,15,65,2,1,4,5,1
6373,11,2015,16098,1,5,2,10,1,4,1,1,2,1,1,2,2,1,1,1,6,1,1,2,5,4
6374,2,2015,16101,1,8,4,60,2,3,3,1,3,4,0,0,1,1,1,5,27,8,2,1,5,1
6375,9,2015,16106,2,5,2,180,4,3,3,0,0,3,0,0,0,1,1,18,78,1,1,4,5,3
6376,1,2015,16113,1,5,2,40,2,3,1,2,3,1,1,2,5,1,1,5,24,1,1,4,5,1
6377,5,2015,16137,2,6,2,170,4,2,2,2,1,2,0,0,6,1,1,15,63,2,1,2,5,2
6378,8,2015,16142,2,7,2,50,2,2,3,2,3,4,0,0,4,1,1,5,27,2,1,2,5,3
6379,4,2015,16154,1,6,2,100,3,3,3,2,2,4,0,0,5,1,1,9,52,1,1,2,5,2
6380,2,2015,16156,1,5,2,60,2,2,1,3,2,1,0,0,1,1,1,5,27,1,2,1,5,1
6381,2,2015,16204,2,7,2,40,2,2,3,1,3,4,0,0,3,1,1,4,22,2,1,2,5,1
6382,9,2015,16251,1,7,2,80,2,3,3,1,2,4,0,0,2,1,1,1,4,1,2,1,6,3
6383,7,2015,16252,1,4,1,160,4,3,1,2,2,1,1,2,5,1,1,16,75,1,1,2,5,3
6384,1,2015,16262,2,5,2,180,4,4,1,1,3,1,1,2,2,1,1,18,78,2,1,3,5,1
6385,10,2015,16272,2,5,2,60,2,2,1,1,3,1,1,2,3,1,1,5,28,2,1,2,5,4
6386,2,2015,16279,2,5,2,150,4,3,3,0,0,3,0,0,0,1,1,15,65,2,1,4,5,1
6387,9,2015,16283,1,8,2,60,2,4,3,3,3,4,0,0,2,1,1,6,31,1,1,4,5,3
6388,7,2015,16290,1,4,2,60,2,2,1,2,3,1,1,2,5,1,1,6,30,1,1,5,5,3
6389,2,2015,16313,1,7,2,120,3,3,3,1,3,4,0,0,2,1,1,9,53,9,1,2,5,1
6390,1,2015,16320,1,4,2,50,2,2,1,2,3,1,1,2,5,1,1,5,26,8,1,3,4,1
6391,12,2015,16333,1,4,2,150,4,3,1,4,3,1,0,0,4,1,1,15,63,2,1,5,5,4
6392,1,2015,16338,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,2,5,1
6393,4,2015,16339,1,6,1,40,2,2,3,2,3,4,0,0,5,1,1,3,13,2,2,1,5,2
6394,4,2015,16339,1,6,1,40,2,2,3,2,3,4,0,0,5,2,1,4,22,2,2,1,5,2
6395,10,2015,16359,2,2,1,70,1,2,3,0,0,3,0,0,0,1,1,3,15,1,2,1,5,4
6396,10,2015,16359,2,2,1,70,1,2,3,0,0,3,0,0,0,2,1,8,35,1,2,1,6,4
6397,9,2015,16361,1,4,2,150,4,3,1,2,2,1,1,1,5,1,1,15,63,1,1,3,2,3
6398,10,2015,16367,2,7,2,30,1,1,3,0,0,3,0,0,0,1,1,5,23,2,1,2,5,4
6399,2,2015,16397,2,2,1,150,4,2,3,0,0,3,0,0,0,1,1,15,63,2,1,4,5,1
6400,3,2015,16399,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1,4,6,1
6401,3,2015,16415,1,8,4,160,4,1,3,4,3,4,0,0,4,1,1,16,71,2,2,1,5,1
6402,6,2015,16430,2,2,1,50,2,2,3,0,0,3,0,0,0,1,1,5,27,1,1,2,7,2
6403,5,2015,16437,1,6,2,40,2,4,1,1,3,1,1,2,2,1,2,121,0,6,1,2,5,2
6404,2,2015,16447,2,2,1,20,1,2,3,0,0,3,0,0,0,1,1,1,1,8,1,5,5,1
6405,6,2015,16459,2,2,1,80,2,2,2,2,3,3,0,0,4,1,1,3,20,1,1,2,5,2
6406,2,2015,16462,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,36,2,1,3,5,1
6407,11,2015,16495,2,4,1,80,2,3,1,1,3,1,1,2,2,1,1,7,10,1,1,5,5,4
6408,3,2015,16501,2,6,2,40,2,3,3,2,3,4,0,0,4,1,1,5,29,2,1,2,5,1
6409,1,2015,16513,2,5,3,120,3,3,2,1,3,2,0,0,2,1,1,12,56,1,1,2,5,1
6410,7,2015,16524,1,5,2,60,2,2,1,2,3,1,1,2,5,1,1,5,27,1,2,1,5,3
6411,8,2015,16531,1,7,1,120,3,3,3,1,3,4,0,0,2,1,1,12,58,3,2,1,10,3
6412,6,2015,16574,1,2,1,180,4,3,2,0,0,2,0,0,0,1,1,18,102,1,1,4,5,2
6413,1,2015,16612,1,6,2,30,1,3,1,3,2,1,0,0,2,1,1,3,18,1,1,2,5,1
6414,1,2015,16612,1,6,2,30,1,3,1,3,2,1,0,0,2,2,1,5,23,1,1,2,5,1
6415,1,2015,16612,1,6,2,30,1,3,1,3,2,1,0,0,2,3,1,7,10,1,1,2,5,1
6416,3,2015,16629,1,7,2,90,3,3,3,1,3,4,0,0,2,1,1,8,39,1,2,1,2,1
6417,4,2015,16636,1,5,2,20,1,3,1,2,2,1,1,2,5,1,1,1,1,8,1,2,5,2
6418,10,2015,16639,1,7,2,60,2,2,3,1,3,4,0,0,7,1,1,5,28,2,1,2,5,4
6419,9,2015,16642,1,3,2,80,2,4,1,1,3,1,1,2,3,1,1,4,21,1,1,5,5,3
6420,5,2015,16655,2,4,2,30,1,4,1,1,3,1,2,2,2,1,1,5,24,1,1,4,5,2
6421,12,2015,16667,2,5,4,50,2,3,1,1,3,1,1,2,3,1,1,5,27,1,1,5,5,4
6422,4,2015,16671,1,4,2,60,2,4,1,4,3,1,0,0,2,1,1,5,27,1,1,3,5,2
6423,3,2015,16683,1,6,3,150,4,4,1,1,3,1,1,2,2,1,1,13,69,1,2,1,5,1
6424,3,2015,16683,1,6,3,150,4,4,1,1,3,1,1,2,2,2,1,12,58,2,2,1,5,1
6425,3,2015,16683,1,6,3,150,4,4,1,1,3,1,1,2,2,3,1,12,58,2,2,1,5,1
6426,3,2015,16683,1,6,3,150,4,4,1,1,3,1,1,2,2,4,1,15,62,1,2,1,5,1
6427,3,2015,16706,2,6,2,200,5,2,3,0,0,3,0,0,0,1,1,20,92,2,1,2,5,1
6428,3,2015,16706,2,6,2,200,5,2,3,0,0,3,0,0,0,2,1,20,92,2,1,2,5,1
6429,8,2015,16743,2,5,2,70,1,3,1,2,3,1,1,2,2,1,1,1,1,1,1,3,5,3
6430,4,2015,16749,2,8,2,120,3,3,3,1,3,4,0,0,2,1,1,12,58,9,1,2,5,2
6431,11,2015,16787,2,7,2,60,2,2,3,4,3,4,0,0,4,1,1,5,25,1,1,2,5,4
6432,3,2015,16862,2,1,1,110,3,1,0,0,0,0,0,0,0,1,1,11,41,1,1,4,5,1
6433,4,2015,16873,2,5,1,60,2,3,1,2,3,1,2,2,6,1,1,6,30,2,1,2,5,2
6434,4,2015,16873,2,5,1,60,2,3,1,2,3,1,2,2,6,2,1,6,93,1,1,2,5,2
6435,1,2015,16888,1,4,1,110,3,4,1,4,3,1,0,0,1,1,1,8,99,1,2,1,5,1
6436,6,2015,16889,1,4,1,60,2,4,1,1,1,1,1,2,3,1,1,6,93,1,1,2,5,2
6437,6,2015,16889,1,4,1,60,2,4,1,1,1,1,1,2,3,2,1,5,28,2,1,2,5,2
6438,8,2015,16891,1,7,2,40,2,2,3,4,3,4,0,0,2,1,1,4,22,1,1,2,5,3
6439,8,2015,16891,1,7,2,40,2,2,3,4,3,4,0,0,2,2,1,4,21,1,1,2,5,3
6440,8,2015,16891,1,7,2,40,2,2,3,4,3,4,0,0,2,3,1,4,21,1,1,2,5,3
6441,6,2015,16908,2,4,2,80,2,3,1,1,2,1,1,2,3,1,1,8,37,2,1,4,5,2
6442,3,2015,16925,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,21,1,1,2,6,1
6443,8,2015,16932,2,8,4,70,1,2,3,0,0,4,0,0,0,1,1,7,9,2,2,1,5,3
6444,5,2015,16938,1,5,2,160,4,2,1,1,3,1,1,1,4,1,1,16,75,1,1,3,2,2
6445,3,2015,16964,2,5,1,50,2,3,1,1,3,1,1,2,2,1,1,3,20,1,1,2,5,1
6446,11,2015,16966,1,5,2,150,4,3,1,4,3,1,0,0,2,1,1,15,65,7,2,1,2,4
6447,11,2015,16966,1,5,2,150,4,3,1,4,3,1,0,0,2,2,1,15,65,7,2,1,5,4
6448,11,2015,16966,1,5,2,150,4,3,1,4,3,1,0,0,2,3,1,15,63,2,2,1,5,4
6449,9,2015,16984,2,4,2,130,4,2,3,2,2,3,0,0,5,1,1,16,71,3,1,5,5,3
6450,8,2015,17002,2,5,2,130,4,4,1,1,3,1,1,2,3,1,1,9,51,1,2,1,4,3
6451,1,2015,17009,2,2,1,20,1,3,3,0,0,3,0,0,0,1,1,1,1,1,1,3,5,1
6452,11,2015,17010,2,4,2,50,2,3,1,1,3,1,1,1,3,1,1,5,26,1,1,3,5,4
6453,3,2015,17011,2,8,4,200,5,1,3,4,1,3,0,0,5,1,1,20,95,2,2,1,5,1
6454,4,2015,17017,1,5,2,100,3,3,1,2,2,1,1,2,5,1,1,10,54,6,1,3,5,2
6455,4,2015,17017,1,5,2,100,3,3,1,2,2,1,1,2,5,2,1,10,54,6,1,4,5,2
6456,4,2015,17017,1,5,2,100,3,3,1,2,2,1,1,2,5,3,1,10,54,6,1,3,5,2
6457,7,2015,17043,1,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,3,5,3
6458,5,2015,17058,1,1,1,70,1,1,0,0,0,0,0,0,0,1,1,7,8,1,1,5,5,2
6459,5,2015,17058,1,1,1,70,1,1,0,0,0,0,0,0,0,2,1,1,4,8,1,5,5,2
6460,5,2015,17102,1,7,1,50,2,1,3,2,2,4,0,0,5,1,1,5,28,3,2,1,6,2
6461,12,2015,17138,2,7,2,140,4,3,3,1,3,4,0,0,2,1,1,12,58,2,2,1,2,4
6462,6,2015,17159,2,4,3,130,4,4,3,1,3,3,0,0,2,1,1,9,48,1,1,4,5,2
6463,7,2015,17167,2,6,2,170,4,3,3,0,0,3,0,0,0,1,1,17,76,2,1,4,5,3
6464,4,2015,17214,2,1,1,140,4,1,0,0,0,0,0,0,0,1,1,12,58,8,1,4,5,2
6465,7,2015,17216,1,6,1,110,3,1,3,2,3,2,0,0,5,1,1,11,42,1,2,1,5,3
6466,5,2015,17287,2,1,1,110,3,1,0,0,0,0,0,0,0,1,1,11,42,8,1,4,5,2
6467,11,2015,17306,2,4,1,50,2,3,3,2,3,3,0,0,2,1,1,5,27,2,1,4,5,4
6468,11,2015,17306,2,4,1,50,2,3,3,2,3,3,0,0,2,2,1,5,24,2,1,4,5,4
6469,7,2015,17309,2,1,1,60,2,1,0,0,0,0,0,0,0,1,1,6,30,1,1,4,5,3
6470,4,2015,17313,2,4,1,60,2,3,1,2,2,1,1,2,5,1,1,5,25,1,1,2,5,2
6471,4,2015,17313,2,4,1,60,2,3,1,2,2,1,1,2,5,2,1,6,93,1,1,2,5,2
6472,8,2015,17319,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,1,1,5,5,3
6473,8,2015,17330,1,4,2,50,2,2,1,3,3,1,0,0,1,1,1,5,27,1,1,5,5,3
6474,11,2015,17347,1,3,1,50,2,3,1,2,3,1,1,2,3,1,1,5,28,1,2,1,5,4
6475,2,2015,17376,2,2,1,30,1,2,1,2,3,1,2,1,4,1,1,3,15,2,2,1,5,1
6476,4,2015,17377,1,8,2,60,2,1,3,2,2,4,0,0,5,1,1,5,25,2,2,1,5,2
6477,12,2015,17402,2,1,1,140,4,1,0,0,0,0,0,0,0,1,1,12,58,2,1,3,5,4
6478,4,2015,17405,1,7,2,70,1,3,3,1,2,4,0,0,1,1,1,9,46,1,1,2,5,2
6479,4,2015,17405,1,7,2,70,1,3,3,1,2,4,0,0,1,2,1,7,11,1,1,2,5,2
6480,7,2015,17426,2,7,2,150,4,4,3,1,3,4,0,0,2,1,1,12,58,1,1,2,2,3
6481,3,2015,17433,1,1,1,20,1,1,0,0,0,0,0,0,0,1,1,1,1,8,1,3,5,1
6482,1,2015,17440,2,2,1,40,2,3,1,3,3,1,0,0,2,1,1,3,17,1,1,3,5,1
6483,1,2015,17440,2,2,1,40,2,3,1,3,3,1,0,0,2,2,1,5,23,1,1,4,5,1
6484,1,2015,17440,2,2,1,40,2,3,1,3,3,1,0,0,2,3,1,5,23,1,1,4,5,1
6485,2,2015,17471,1,4,1,70,1,3,1,2,3,1,1,2,5,1,1,1,6,2,1,2,5,1
6486,10,2015,17473,2,3,2,80,2,4,1,1,3,1,1,1,3,1,1,5,23,1,1,2,5,4
6487,10,2015,17473,2,3,2,80,2,4,1,1,3,1,1,1,3,2,1,5,23,1,1,2,5,4
6488,6,2015,17476,2,7,2,60,2,1,3,2,2,4,0,0,5,1,1,6,30,3,1,2,5,2
6489,4,2015,17477,2,6,2,50,2,1,3,2,1,4,0,0,5,1,1,5,27,1,1,2,5,2
6490,4,2015,17477,2,6,2,50,2,1,3,2,1,4,0,0,5,2,1,5,26,1,1,2,5,2
6491,4,2015,17477,2,6,2,50,2,1,3,2,1,4,0,0,5,3,1,5,26,1,1,2,5,2
6492,9,2015,17485,2,3,1,80,2,3,1,1,3,1,2,2,2,1,1,3,20,6,1,3,5,3
6493,6,2015,17507,2,3,1,20,1,3,1,1,3,1,1,1,3,1,1,1,1,5,2,1,2,2
6494,9,2015,17530,1,5,2,60,2,3,1,3,3,1,0,0,2,1,1,3,15,1,1,2,5,3
6495,1,2015,17532,1,5,2,110,3,2,1,2,2,1,1,2,6,1,1,10,54,2,1,3,8,1
6496,4,2015,17540,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,22,1,1,3,5,2
6497,4,2015,17540,1,1,1,40,2,1,0,0,0,0,0,0,0,2,1,5,23,1,1,3,5,2
6498,11,2015,17547,2,6,2,80,2,3,3,1,2,4,0,0,1,1,1,8,36,2,1,2,5,4
6499,5,2015,17556,1,2,1,110,3,2,3,0,0,3,0,0,0,1,1,11,43,2,1,4,2,2
6500,7,2015,17558,2,1,1,170,4,2,0,0,0,0,0,0,0,1,1,16,72,2,1,3,5,3
6501,2,2015,17568,1,4,1,60,2,4,1,1,3,1,1,2,2,1,2,169,0,1,2,1,5,1
6502,1,2015,17575,1,6,2,70,1,3,1,1,3,1,1,2,1,1,1,1,4,6,1,2,5,1
6503,1,2015,17575,1,6,2,70,1,3,1,1,3,1,1,2,1,2,1,1,6,2,1,2,5,1
6504,11,2015,17615,2,6,3,150,4,4,1,1,3,1,1,2,1,1,1,12,58,2,2,1,2,4
6505,6,2015,17618,1,2,1,150,4,3,3,0,0,3,0,0,0,1,1,15,63,1,2,1,2,2
6506,3,2015,17629,1,5,1,30,1,2,1,2,3,1,1,2,2,1,1,3,14,1,2,1,5,1
6507,3,2015,17629,1,5,1,30,1,2,1,2,3,1,1,2,2,2,1,3,97,1,1,2,5,1
6508,3,2015,17629,1,5,1,30,1,2,1,2,3,1,1,2,2,3,1,3,13,1,2,1,5,1
6509,3,2015,17629,1,5,1,30,1,2,1,2,3,1,1,2,2,4,1,3,15,1,1,2,5,1
6510,5,2015,17655,2,4,2,90,3,3,3,0,0,3,0,0,0,1,1,9,48,1,1,3,5,2
6511,11,2015,17658,2,5,3,130,4,4,1,1,3,1,1,2,2,1,1,8,99,1,1,2,5,4
6512,11,2015,17670,1,4,2,80,2,2,1,2,1,1,1,1,5,1,1,5,28,2,1,4,5,4
6513,6,2015,17682,1,6,1,80,2,4,1,1,3,1,1,2,3,1,1,3,15,7,2,1,10,2
6514,6,2015,17682,1,6,1,80,2,4,1,1,3,1,1,2,3,2,1,8,34,7,2,1,10,2
6515,3,2015,17697,2,4,1,80,2,4,1,1,3,1,1,2,3,1,1,8,37,1,2,1,5,1
6516,1,2015,17703,2,4,2,100,3,4,1,1,3,1,1,1,2,1,1,10,54,8,1,3,5,1
6517,8,2015,17706,2,5,2,50,2,2,3,2,3,3,0,0,4,1,1,3,17,1,1,2,9,3
6518,5,2015,17729,2,6,2,190,5,3,1,1,3,1,1,2,2,1,1,19,81,7,2,1,6,2
6519,7,2015,17733,2,1,1,60,2,1,0,0,0,0,0,0,0,1,1,6,30,1,1,5,5,3
