ID,mese,annrif,progind,sesso,eta10,staciv4,reg,rip,istr4,condogg,posiz4,ateco3,cond4,ORARIO,RAPP,CODPROF7,progesc,DEST_EIE,DEST_ERE,DEST_EPR,MOTESC,PARTESC,NPARTESC,EMEZZO,TRIM
16483,9,2018,2484,2,8,4,100,3,1,3,2,2,4,0,0,5,1,1,12,58,2,1,2,5,3
16484,4,2018,2489,1,5,3,10,1,3,2,1,3,2,0,0,4,1,1,3,19,1,1,3,5,2
16485,3,2018,2493,1,7,2,110,3,2,3,2,2,4,0,0,2,1,1,11,42,1,1,3,5,1
16486,3,2018,2493,1,7,2,110,3,2,3,2,2,4,0,0,2,2,1,11,42,1,1,3,5,1
16487,10,2018,2506,1,5,2,170,4,2,3,4,2,2,0,0,5,1,1,17,76,2,1,5,5,4
16488,10,2018,2531,2,2,1,190,5,2,3,0,0,3,0,0,0,1,1,19,87,1,1,2,5,4
16489,5,2018,2535,2,2,1,150,4,3,3,0,0,2,0,0,0,1,1,15,63,1,2,1,5,2
16490,8,2018,2548,2,7,2,90,3,3,3,4,3,4,0,0,4,1,1,9,47,2,2,1,5,3
16491,8,2018,2548,2,7,2,90,3,3,3,4,3,4,0,0,4,2,1,9,47,2,2,1,5,3
16492,8,2018,2548,2,7,2,90,3,3,3,4,3,4,0,0,4,3,1,9,47,2,2,1,5,3
16493,8,2018,2548,2,7,2,90,3,3,3,4,3,4,0,0,4,4,1,9,47,2,2,1,5,3
16494,9,2018,2571,1,6,2,120,3,1,3,1,3,4,0,0,4,1,1,8,34,8,1,2,5,3
16495,7,2018,2580,1,7,2,20,1,2,3,1,3,4,0,0,3,1,1,2,7,4,2,1,5,3
16496,7,2018,2580,1,7,2,20,1,2,3,1,3,4,0,0,3,2,1,2,7,4,2,1,5,3
16497,7,2018,2580,1,7,2,20,1,2,3,1,3,4,0,0,3,3,1,1,1,4,1,2,5,3
16498,11,2018,2595,1,2,1,40,2,3,1,2,2,1,1,2,5,1,1,5,23,1,2,1,2,4
16499,6,2018,2598,2,1,1,30,1,1,0,0,0,0,0,0,0,1,1,5,23,1,1,4,5,2
16500,12,2018,2602,1,3,1,80,2,4,1,1,2,1,1,2,2,1,1,3,17,1,1,2,5,4
16501,9,2018,2615,2,7,2,70,1,1,3,0,0,3,0,0,0,1,1,7,11,2,1,2,5,3
16502,1,2018,2623,2,2,2,190,5,3,1,1,3,1,2,2,3,1,1,19,82,1,1,2,5,1
16503,9,2018,2636,2,7,4,60,2,3,3,1,3,4,0,0,2,1,1,3,15,5,1,2,2,3
16504,9,2018,2636,2,7,4,60,2,3,3,1,3,4,0,0,2,2,1,6,30,1,1,2,5,3
16505,4,2018,2666,1,4,3,40,2,3,1,2,2,1,1,2,5,1,1,4,22,5,1,2,5,2
16506,4,2018,2666,1,4,3,40,2,3,1,2,2,1,1,2,5,2,1,4,22,1,1,3,5,2
16507,2,2018,2678,2,3,1,150,4,4,3,0,0,3,0,0,0,1,1,15,61,1,1,2,5,1
16508,2,2018,2695,2,3,3,90,3,3,1,2,3,1,2,1,4,1,1,9,50,1,1,3,5,1
16509,5,2018,2709,2,7,1,30,1,4,3,1,3,4,0,0,2,1,1,1,103,4,1,2,6,2
16510,6,2018,2726,2,1,1,50,2,1,0,0,0,0,0,0,0,1,1,5,27,2,1,3,5,2
16511,2,2018,2753,2,6,2,30,1,2,1,2,2,1,1,2,5,1,1,7,10,1,1,2,5,1
16512,8,2018,2766,1,2,1,180,4,3,3,0,0,3,0,0,0,1,1,19,83,1,1,5,5,3
16513,10,2018,2770,2,3,1,170,4,3,1,2,3,1,1,2,4,1,1,17,76,2,1,5,5,4
16514,8,2018,2790,2,1,1,70,1,1,0,0,0,0,0,0,0,1,1,7,9,1,1,3,5,3
16515,8,2018,2790,2,1,1,70,1,1,0,0,0,0,0,0,0,2,1,7,9,1,1,3,5,3
16516,8,2018,2790,2,1,1,70,1,1,0,0,0,0,0,0,0,3,1,7,9,1,1,3,5,3
16517,9,2018,2796,1,4,1,60,2,4,1,3,3,1,0,0,2,1,1,3,15,8,1,2,2,3
16518,9,2018,2796,1,4,1,60,2,4,1,3,3,1,0,0,2,2,1,6,30,1,1,2,5,3
16519,1,2018,2812,1,3,2,90,3,3,1,2,1,1,1,1,5,1,1,9,48,1,1,4,10,1
16520,1,2018,2812,1,3,2,90,3,3,1,2,1,1,1,1,5,2,1,9,48,1,1,4,10,1
16521,2,2018,2814,1,4,2,80,2,2,1,2,3,1,1,2,6,1,1,8,34,1,1,4,5,1
16522,8,2018,2817,2,1,1,100,3,1,0,0,0,0,0,0,0,1,1,11,43,1,1,3,5,3
16523,8,2018,2817,2,1,1,100,3,1,0,0,0,0,0,0,0,2,1,11,109,1,1,3,5,3
16524,1,2018,2847,1,5,1,160,4,2,1,4,2,1,0,0,5,1,1,16,72,7,2,1,5,1
16525,9,2018,2863,2,4,2,50,2,4,1,1,3,1,1,2,3,1,1,5,27,2,1,3,5,3
16526,9,2018,2863,2,4,2,50,2,4,1,1,3,1,1,2,3,2,1,5,27,2,1,3,5,3
16527,12,2018,2866,2,6,2,150,4,3,3,0,0,3,0,0,0,1,1,15,61,1,1,2,5,4
16528,12,2018,2878,1,7,2,70,1,4,3,1,2,4,0,0,1,1,1,7,10,1,1,2,5,4
16529,3,2018,2893,1,6,2,30,1,3,3,1,2,4,0,0,2,1,1,3,17,1,1,2,5,1
16530,3,2018,2893,1,6,2,30,1,3,3,1,2,4,0,0,2,2,1,3,12,3,1,2,5,1
16531,3,2018,2894,2,5,1,100,3,2,2,0,0,2,0,0,0,1,1,10,54,1,1,2,5,1
16532,6,2018,2915,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,3,19,1,1,4,5,2
16533,11,2018,2925,1,5,2,60,2,2,2,2,3,2,0,0,5,1,1,6,30,8,1,2,5,4
16534,11,2018,2928,2,6,2,200,5,2,1,1,3,1,2,2,4,1,1,20,90,8,1,2,5,4
16535,1,2018,2948,1,7,2,40,2,4,3,1,3,4,0,0,2,1,1,4,21,1,1,2,5,1
16536,7,2018,2965,2,5,2,90,3,3,3,1,3,3,0,0,2,1,1,9,49,1,1,3,5,3
16537,8,2018,2970,1,8,1,140,4,3,3,1,3,4,0,0,2,1,1,16,71,3,2,1,7,3
16538,7,2018,2982,2,7,2,140,4,2,3,1,3,4,0,0,4,1,1,13,68,2,2,1,5,3
16539,9,2018,2991,1,5,1,190,5,4,1,3,3,1,0,0,2,1,1,19,89,7,2,1,5,3
16540,9,2018,2991,1,5,1,190,5,4,1,3,3,1,0,0,2,2,1,19,89,7,2,1,5,3
16541,9,2018,2991,1,5,1,190,5,4,1,3,3,1,0,0,2,3,1,19,86,7,2,1,5,3
16542,5,2018,2998,2,2,1,60,2,3,3,0,0,3,0,0,0,1,1,6,30,1,2,1,5,2
16543,5,2018,2998,2,2,1,60,2,3,3,0,0,3,0,0,0,2,1,6,30,1,2,1,5,2
16544,5,2018,3002,1,4,1,170,4,3,1,1,3,1,1,1,1,1,1,15,63,1,2,1,5,2
16545,9,2018,3025,1,2,1,120,3,3,3,0,0,3,0,0,0,1,1,12,58,4,2,1,2,3
16546,5,2018,3028,1,6,2,50,2,3,1,2,3,1,1,2,6,1,1,4,22,1,1,2,6,2
16547,9,2018,3029,2,7,2,50,2,3,3,1,3,4,0,0,4,1,1,5,28,4,2,1,7,3
16548,7,2018,3049,1,5,2,70,1,3,1,1,3,1,1,2,4,1,1,7,11,1,1,3,5,3
16549,7,2018,3049,1,5,2,70,1,3,1,1,3,1,1,2,4,2,1,7,11,1,1,3,5,3
16550,8,2018,3050,1,5,3,140,4,3,2,1,2,2,0,0,2,1,1,13,69,2,2,1,5,3
16551,8,2018,3050,1,5,3,140,4,3,2,1,2,2,0,0,2,2,1,15,61,7,2,1,2,3
16552,12,2018,3064,1,5,2,30,1,3,1,2,3,1,1,2,6,1,1,3,17,1,1,4,5,4
16553,11,2018,3088,1,4,1,200,5,3,1,2,3,1,1,2,6,1,1,20,91,1,1,2,5,4
16554,2,2018,3095,2,7,2,120,3,2,3,1,2,4,0,0,3,1,1,12,59,6,1,2,5,1
16555,2,2018,3095,2,7,2,120,3,2,3,1,2,4,0,0,3,2,1,15,61,2,1,2,5,1
16556,9,2018,3102,2,5,2,50,2,3,1,1,3,1,1,2,2,1,1,5,23,1,1,4,5,3
16557,8,2018,3105,2,6,4,90,3,3,1,1,3,1,1,2,3,1,1,9,51,1,2,1,5,3
16558,8,2018,3105,2,6,4,90,3,3,1,1,3,1,1,2,3,2,1,9,46,1,2,1,5,3
16559,8,2018,3105,2,6,4,90,3,3,1,1,3,1,1,2,3,3,1,9,47,1,2,1,5,3
16560,8,2018,3105,2,6,4,90,3,3,1,1,3,1,1,2,3,4,1,9,46,1,2,1,5,3
16561,8,2018,3105,2,6,4,90,3,3,1,1,3,1,1,2,3,5,1,9,46,1,2,1,5,3
16562,8,2018,3117,1,5,1,110,3,2,1,4,3,1,0,0,4,1,1,11,42,1,1,5,5,3
16563,4,2018,3118,2,4,2,170,4,4,1,1,3,1,1,2,2,1,1,16,72,1,1,4,5,2
16564,9,2018,3127,1,5,1,60,2,3,1,2,1,1,1,2,5,1,1,1,1,1,2,1,6,3
16565,12,2018,3140,1,5,2,150,4,2,1,2,2,1,1,2,2,1,1,12,60,6,1,4,5,4
16566,1,2018,3144,2,4,1,40,2,4,1,1,3,1,2,2,2,1,2,121,0,6,1,5,5,1
16567,5,2018,3147,2,4,2,50,2,3,1,1,2,1,1,2,5,1,1,5,25,1,1,2,5,2
16568,7,2018,3148,1,3,1,150,4,3,2,0,0,2,0,0,0,1,1,15,62,1,2,1,5,3
16569,7,2018,3148,1,3,1,150,4,3,2,0,0,2,0,0,0,2,1,15,62,6,2,1,5,3
16570,7,2018,3163,2,4,2,40,2,4,1,3,3,1,0,0,2,1,1,4,22,4,1,3,5,3
16571,1,2018,3176,1,7,1,100,3,3,3,1,2,4,0,0,2,1,1,9,48,1,2,1,5,1
16572,4,2018,3179,1,5,2,30,1,3,1,2,2,1,1,2,5,1,1,3,97,1,1,5,5,2
16573,1,2018,3191,2,4,2,170,4,4,1,4,3,1,0,0,2,1,1,15,65,1,1,2,5,1
16574,5,2018,3206,2,4,2,130,4,3,1,1,3,1,2,2,4,1,1,16,74,1,1,2,5,2
16575,12,2018,3210,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,36,2,1,5,5,4
16576,12,2018,3210,1,1,1,80,2,1,0,0,0,0,0,0,0,2,1,8,36,2,1,5,5,4
16577,12,2018,3210,1,1,1,80,2,1,0,0,0,0,0,0,0,3,1,8,36,2,1,5,5,4
16578,6,2018,3221,1,5,2,90,3,3,1,1,3,1,1,1,2,1,1,9,48,1,1,2,9,2
16579,11,2018,3238,2,7,1,60,2,4,1,3,3,1,0,0,2,1,1,6,31,2,2,1,5,4
16580,11,2018,3260,2,8,4,160,4,1,3,0,0,3,0,0,0,1,1,16,71,3,2,1,6,4
16581,6,2018,3261,2,6,3,70,1,4,1,2,3,1,2,2,6,1,1,9,45,1,2,1,5,2
16582,6,2018,3261,2,6,3,70,1,4,1,2,3,1,2,2,6,2,1,9,45,1,2,1,5,2
16583,5,2018,3264,1,3,1,110,3,3,1,4,3,1,0,0,5,1,1,11,41,1,2,1,5,2
16584,5,2018,3264,1,3,1,110,3,3,1,4,3,1,0,0,5,2,1,11,44,1,2,1,5,2
16585,5,2018,3264,1,3,1,110,3,3,1,4,3,1,0,0,5,3,1,10,54,1,2,1,5,2
16586,1,2018,3271,2,1,1,60,2,1,0,0,0,0,0,0,0,1,1,6,30,1,1,4,5,1
16587,1,2018,3271,2,1,1,60,2,1,0,0,0,0,0,0,0,2,1,6,30,1,1,4,5,1
16588,10,2018,3290,1,5,3,40,2,4,1,3,3,1,0,0,2,1,1,8,40,1,2,1,2,4
16589,12,2018,3295,2,1,1,60,2,1,0,0,0,0,0,0,0,1,2,169,0,1,1,4,5,4
16590,7,2018,3309,2,7,2,120,3,3,3,3,3,4,0,0,2,1,1,6,30,1,1,2,5,3
16591,10,2018,3314,1,6,2,120,3,2,3,2,3,2,0,0,5,1,1,12,56,1,1,2,9,4
16592,10,2018,3320,1,8,2,40,2,4,3,1,2,4,0,0,1,1,1,4,22,4,1,2,5,4
16593,4,2018,3321,1,4,2,130,4,3,1,4,3,1,0,0,2,1,1,16,71,1,1,4,5,2
16594,2,2018,3327,1,4,2,150,4,3,1,1,2,1,1,2,2,1,1,15,63,2,1,5,5,1
16595,6,2018,3343,2,7,2,40,2,1,3,4,1,4,0,0,5,1,1,4,21,1,1,2,5,2
16596,4,2018,3360,2,6,2,100,3,3,1,1,3,1,1,2,2,1,1,10,54,4,1,2,5,2
16597,4,2018,3366,1,8,2,90,3,1,3,2,3,4,0,0,4,1,1,9,48,1,1,3,5,2
16598,10,2018,3369,2,1,1,20,1,1,0,0,0,0,0,0,0,1,1,2,7,4,2,1,6,4
16599,8,2018,3388,1,5,2,180,4,1,1,2,2,1,1,2,5,1,1,18,79,1,1,5,5,3
16600,8,2018,3388,1,5,2,180,4,1,1,2,2,1,1,2,5,2,1,18,80,1,1,5,5,3
16601,8,2018,3388,1,5,2,180,4,1,1,2,2,1,1,2,5,3,1,18,78,1,1,5,5,3
16602,1,2018,3393,2,4,2,120,3,3,1,2,3,1,2,1,4,1,1,12,58,2,1,4,5,1
16603,4,2018,3407,1,6,2,100,3,2,3,2,3,4,0,0,5,1,1,11,43,1,1,2,5,2
16604,3,2018,3427,1,4,2,190,5,2,1,2,3,1,1,2,5,1,1,19,87,1,1,3,5,1
16605,3,2018,3427,1,4,2,190,5,2,1,2,3,1,1,2,5,2,1,19,87,1,1,3,5,1
16606,3,2018,3427,1,4,2,190,5,2,1,2,3,1,1,2,5,3,1,19,86,1,1,3,5,1
16607,9,2018,3441,2,4,3,100,3,3,3,1,3,2,0,0,3,1,1,8,39,1,1,2,5,3
16608,8,2018,3442,2,4,2,50,2,3,1,1,3,1,1,2,4,1,1,5,24,2,1,4,5,3
16609,5,2018,3506,1,5,2,50,2,3,1,1,2,1,1,2,3,1,1,6,30,1,1,3,5,2
16610,7,2018,3511,2,5,2,50,2,3,1,1,2,1,1,2,2,1,1,5,27,1,1,4,4,3
16611,5,2018,3526,2,6,2,90,3,2,3,2,3,4,0,0,6,1,1,9,47,2,1,3,5,2
16612,2,2018,3537,1,7,2,150,4,4,3,1,3,4,0,0,2,1,1,15,62,2,1,2,5,1
16613,2,2018,3537,1,7,2,150,4,4,3,1,3,4,0,0,2,2,1,15,62,2,1,2,5,1
16614,4,2018,3552,1,4,2,30,1,2,1,2,2,1,1,2,5,1,1,7,10,1,1,4,6,2
16615,5,2018,3566,1,4,2,90,3,3,1,1,3,1,1,2,4,1,1,9,47,1,1,3,5,2
16616,6,2018,3580,2,2,1,40,2,2,3,0,0,3,0,0,0,1,1,4,21,1,1,3,5,2
16617,7,2018,3584,1,3,1,120,3,3,1,2,3,1,1,2,4,1,1,12,58,1,2,1,5,3
16618,7,2018,3584,1,3,1,120,3,3,1,2,3,1,1,2,4,2,1,12,60,1,2,1,5,3
16619,6,2018,3588,2,6,2,70,1,3,1,1,3,1,1,2,3,1,2,125,0,2,2,1,5,2
16620,1,2018,3604,1,3,1,90,3,4,1,1,3,1,2,1,2,1,1,9,53,1,2,1,5,1
16621,8,2018,3608,2,4,1,10,1,2,3,0,0,2,0,0,0,1,1,1,4,1,1,2,5,3
16622,9,2018,3617,2,8,2,40,2,1,3,2,3,4,0,0,4,1,1,4,21,5,2,1,5,3
16623,9,2018,3642,2,2,1,50,2,3,3,0,0,3,0,0,0,1,1,5,26,6,1,2,5,3
16624,3,2018,3653,1,5,1,60,2,3,1,2,2,1,1,2,5,1,1,5,27,1,2,1,2,1
16625,1,2018,3654,2,3,2,180,4,3,1,2,3,1,2,1,4,1,1,18,102,1,1,2,5,1
16626,1,2018,3654,2,3,2,180,4,3,1,2,3,1,2,1,4,2,1,18,102,1,1,2,5,1
16627,10,2018,3666,1,1,1,170,4,1,0,0,0,0,0,0,0,1,1,15,65,1,1,4,5,4
16628,9,2018,3674,1,8,4,120,3,3,3,1,3,4,0,0,3,1,1,12,58,1,2,1,5,3
16629,7,2018,3679,1,1,1,30,1,1,0,0,0,0,0,0,0,1,1,1,103,1,1,4,5,3
16630,8,2018,3691,1,3,1,60,2,4,1,1,3,1,1,2,2,1,1,6,30,1,1,3,5,3
16631,8,2018,3691,1,3,1,60,2,4,1,1,3,1,1,2,2,2,1,6,30,6,1,3,5,3
16632,12,2018,3744,1,1,1,40,2,1,0,0,0,0,0,0,0,1,1,4,21,2,1,4,5,4
16633,6,2018,3756,1,6,2,40,2,2,3,1,3,4,0,0,3,1,1,5,23,1,2,1,5,2
16634,8,2018,3773,2,6,2,60,2,1,3,2,2,3,0,0,5,1,1,6,93,8,1,2,5,3
16635,9,2018,3775,2,6,2,60,2,3,3,1,3,3,0,0,3,1,1,6,31,1,1,2,5,3
16636,11,2018,3793,2,4,2,150,4,3,3,0,0,3,0,0,0,1,1,15,63,2,1,3,5,4
16637,1,2018,3812,1,5,2,70,1,2,1,2,2,1,1,2,5,1,1,3,15,4,1,2,5,1
16638,10,2018,3824,2,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,39,1,1,3,5,4
16639,12,2018,3829,1,4,2,110,3,4,1,1,3,1,1,2,4,1,1,11,41,8,1,5,5,4
16640,12,2018,3829,1,4,2,110,3,4,1,1,3,1,1,2,4,2,1,11,41,8,1,5,5,4
16641,1,2018,3832,1,1,1,10,1,1,0,0,0,0,0,0,0,1,1,7,10,1,1,4,5,1
16642,5,2018,3836,1,8,2,90,3,1,3,2,2,4,0,0,5,1,1,9,53,9,2,1,5,2
16643,5,2018,3836,1,8,2,90,3,1,3,2,2,4,0,0,5,2,1,9,53,9,2,1,5,2
16644,5,2018,3836,1,8,2,90,3,1,3,2,2,4,0,0,5,3,1,9,53,2,2,1,5,2
16645,12,2018,3841,1,5,2,40,2,3,1,1,3,1,1,2,4,1,1,4,22,1,1,2,5,4
16646,12,2018,3841,1,5,2,40,2,3,1,1,3,1,1,2,4,2,1,4,22,1,1,2,5,4
16647,2,2018,3871,1,6,2,150,4,3,3,0,0,2,0,0,0,1,1,15,63,2,1,4,5,1
16648,4,2018,3897,1,8,3,120,3,2,3,4,3,4,0,0,5,1,1,12,58,1,2,1,5,2
16649,12,2018,3901,2,4,1,90,3,3,2,2,3,2,0,0,4,1,1,7,10,1,1,3,5,4
16650,6,2018,3911,2,6,2,120,3,3,3,1,2,3,0,0,3,1,1,12,58,5,1,2,5,2
16651,7,2018,3912,1,1,1,110,3,1,0,0,0,0,0,0,0,1,1,11,43,1,1,3,5,3
16652,8,2018,3913,2,2,1,200,5,2,3,0,0,3,0,0,0,1,1,20,111,1,1,2,5,3
16653,1,2018,3923,1,6,2,50,2,4,1,3,3,1,0,0,1,1,1,6,31,4,2,1,6,1
16654,5,2018,3941,2,4,2,60,2,4,1,1,3,1,2,2,2,1,1,3,17,1,1,4,5,2
16655,4,2018,3942,2,5,2,60,2,2,1,1,3,1,1,2,4,1,1,5,28,6,1,2,5,2
16656,8,2018,3943,2,2,1,160,4,2,3,0,0,3,0,0,0,1,1,16,72,1,2,1,5,3
16657,4,2018,3955,2,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,64,1,1,5,5,2
16658,2,2018,3959,2,6,2,30,1,2,1,4,3,1,0,0,2,1,1,8,36,4,1,2,6,1
16659,1,2018,3974,2,1,1,40,2,1,0,0,0,0,0,0,0,1,2,121,0,8,1,5,5,1
16660,12,2018,3979,1,4,2,50,2,3,1,4,3,1,0,0,5,1,1,5,27,1,1,4,5,4
16661,11,2018,3980,1,6,2,40,2,2,1,1,3,1,1,2,3,1,1,5,23,1,1,2,5,4
16662,11,2018,3980,1,6,2,40,2,2,1,1,3,1,1,2,3,2,1,5,23,1,2,1,5,4
16663,2,2018,4010,2,5,2,100,3,2,1,4,3,1,0,0,4,1,1,5,27,1,1,2,6,1
16664,4,2018,4023,1,5,2,150,4,3,1,2,2,1,1,2,5,1,1,15,61,1,1,4,5,2
16665,3,2018,4032,1,6,2,40,2,4,2,1,2,2,0,0,2,1,1,4,22,1,1,2,5,1
16666,4,2018,4036,2,3,1,60,2,2,2,2,3,2,0,0,4,1,1,6,30,1,2,1,5,2
16667,4,2018,4036,2,3,1,60,2,2,2,2,3,2,0,0,4,2,1,6,30,1,2,1,5,2
16668,12,2018,4055,1,2,2,60,2,3,1,1,2,1,1,2,6,1,1,5,26,2,1,2,5,4
16669,12,2018,4055,1,2,2,60,2,3,1,1,2,1,1,2,6,2,1,6,93,1,1,2,5,4
16670,8,2018,4056,1,3,1,90,3,2,1,1,3,1,1,1,2,1,1,9,50,1,1,2,5,3
16671,8,2018,4062,1,4,2,40,2,4,1,1,3,1,1,2,3,1,1,5,23,1,1,4,5,3
16672,8,2018,4062,1,4,2,40,2,4,1,1,3,1,1,2,3,2,1,4,21,1,1,4,5,3
16673,8,2018,4062,1,4,2,40,2,4,1,1,3,1,1,2,3,3,1,5,23,1,1,4,5,3
16674,8,2018,4091,1,6,2,100,3,3,1,1,1,1,1,2,2,1,1,11,41,1,1,3,5,3
16675,8,2018,4091,1,6,2,100,3,3,1,1,1,1,1,2,2,2,1,8,39,1,1,3,5,3
16676,10,2018,4092,1,6,1,120,3,4,1,1,3,1,1,2,2,1,1,12,58,1,1,2,5,4
16677,8,2018,4103,2,8,1,40,2,3,3,1,3,4,0,0,3,1,1,4,21,1,2,1,10,3
16678,8,2018,4103,2,8,1,40,2,3,3,1,3,4,0,0,3,2,1,4,21,1,2,1,10,3
16679,4,2018,4107,2,6,2,60,2,1,3,0,0,3,0,0,0,1,1,6,30,1,1,2,6,2
16680,12,2018,4126,2,4,2,60,2,2,1,2,2,1,1,2,5,1,1,6,93,1,1,4,5,4
16681,12,2018,4126,2,4,2,60,2,2,1,2,2,1,1,2,5,2,1,6,32,1,1,4,5,4
16682,11,2018,4135,2,4,2,70,1,3,1,1,3,1,1,2,3,1,1,1,4,6,1,4,5,4
16683,1,2018,4150,2,4,1,30,1,3,1,1,3,1,1,2,2,1,1,3,20,1,2,1,5,1
16684,3,2018,4161,1,6,1,50,2,3,3,1,3,4,0,0,2,1,1,5,28,1,2,1,5,1
16685,4,2018,4179,2,6,3,80,2,3,1,1,3,1,2,2,2,1,1,8,36,1,2,1,5,2
16686,2,2018,4201,2,3,1,30,1,4,1,1,2,1,1,2,3,1,1,3,15,1,1,2,5,1
16687,4,2018,4217,2,2,1,50,2,3,1,1,3,1,2,2,2,1,1,3,15,4,2,1,2,2
16688,10,2018,4218,2,4,2,30,1,3,1,3,3,1,0,0,4,1,1,3,15,6,1,4,5,4
16689,9,2018,4233,2,1,1,150,4,1,0,0,0,0,0,0,0,1,1,12,58,1,1,2,5,3
16690,6,2018,4243,1,6,2,70,1,2,1,1,3,1,1,2,3,1,1,7,10,1,1,3,5,2
16691,3,2018,4255,1,7,2,150,4,4,3,1,2,4,0,0,1,1,1,15,63,5,1,2,5,1
16692,3,2018,4255,1,7,2,150,4,4,3,1,2,4,0,0,1,2,1,15,65,2,2,1,5,1
16693,2,2018,4263,1,7,3,150,4,3,3,1,3,4,0,0,2,1,1,15,65,1,2,1,5,1
16694,12,2018,4265,2,5,2,90,3,4,1,1,3,1,1,2,4,1,1,9,48,1,1,2,2,4
16695,10,2018,4268,2,4,2,150,4,3,3,0,0,3,0,0,0,1,1,15,62,1,1,2,5,4
16696,7,2018,4287,1,4,2,190,5,4,1,1,3,1,1,2,2,1,1,19,84,1,1,3,6,3
16697,10,2018,4291,1,8,4,40,2,3,3,1,2,4,0,0,2,1,1,5,25,1,2,1,7,4
16698,10,2018,4291,1,8,4,40,2,3,3,1,2,4,0,0,2,2,1,4,21,1,2,1,5,4
16699,10,2018,4291,1,8,4,40,2,3,3,1,2,4,0,0,2,3,1,4,21,1,2,1,7,4
16700,8,2018,4320,1,2,1,180,4,3,2,0,0,2,0,0,0,1,1,18,79,1,2,1,5,3
16701,12,2018,4338,2,7,2,60,2,4,3,1,3,4,0,0,2,1,1,6,30,1,1,2,5,4
16702,1,2018,4339,2,4,2,90,3,4,2,2,3,2,0,0,6,1,1,9,48,1,1,2,7,1
16703,1,2018,4339,2,4,2,90,3,4,2,2,3,2,0,0,6,2,1,9,53,1,1,3,5,1
16704,10,2018,4356,1,8,2,50,2,1,3,2,2,4,0,0,5,1,1,5,24,1,1,2,5,4
16705,1,2018,4381,2,4,3,120,3,3,3,2,3,3,0,0,4,1,1,12,58,1,2,1,5,1
16706,2,2018,4384,1,1,1,180,4,1,0,0,0,0,0,0,0,1,1,18,102,1,1,4,5,1
16707,8,2018,4390,2,5,2,150,4,2,3,0,0,3,0,0,0,1,1,12,59,1,1,2,4,3
16708,1,2018,4397,1,1,1,80,2,1,0,0,0,0,0,0,0,1,1,8,40,1,1,3,5,1
16709,5,2018,4414,1,1,1,150,4,1,0,0,0,0,0,0,0,1,1,15,63,1,1,3,5,2
16710,7,2018,4427,2,5,2,10,1,3,1,2,3,1,1,2,3,1,1,1,1,4,1,2,5,3
16711,8,2018,4443,1,7,2,200,5,4,3,1,3,4,0,0,2,1,1,20,95,1,1,2,5,3
16712,8,2018,4443,1,7,2,200,5,4,3,1,3,4,0,0,2,2,1,20,95,1,1,2,5,3
16713,10,2018,4472,1,4,2,100,3,2,3,2,1,2,0,0,5,1,1,10,54,2,1,5,5,4
16714,10,2018,4472,1,4,2,100,3,2,3,2,1,2,0,0,5,2,1,10,54,2,1,5,5,4
16715,11,2018,4526,1,2,1,100,3,2,3,0,0,3,0,0,0,1,1,9,46,1,1,4,5,4
16716,4,2018,4558,1,1,1,40,2,1,0,0,0,0,0,0,0,1,2,121,0,8,1,3,5,2
16717,5,2018,4575,1,6,3,10,1,2,1,2,2,1,1,2,5,1,1,7,10,1,1,2,6,2
16718,9,2018,4576,2,2,1,150,4,3,3,0,0,3,0,0,0,1,1,15,61,2,1,3,5,3
16719,10,2018,4584,2,8,2,30,1,4,3,0,0,3,0,0,0,1,1,3,19,2,1,2,5,4
16720,12,2018,4586,2,4,2,60,2,4,2,2,3,2,0,0,5,1,1,5,27,1,2,1,5,4
16721,12,2018,4598,2,1,1,90,3,1,0,0,0,0,0,0,0,1,1,9,48,1,1,3,5,4
16722,12,2018,4598,2,1,1,90,3,1,0,0,0,0,0,0,0,2,1,9,46,2,1,3,5,4
16723,9,2018,4616,2,2,1,150,4,3,3,0,0,3,0,0,0,1,1,15,61,2,1,3,5,3
16724,2,2018,4633,2,7,1,40,2,2,3,2,3,4,0,0,4,1,1,4,21,1,2,1,6,1
16725,11,2018,4645,1,5,2,80,2,4,1,1,3,1,1,2,7,1,1,8,34,6,1,4,5,4
16726,11,2018,4647,2,6,4,10,1,2,3,2,3,3,0,0,6,1,1,1,1,1,2,1,5,4
16727,4,2018,4683,2,4,2,50,2,4,1,1,3,1,2,2,2,1,1,5,27,1,1,5,5,2
16728,4,2018,4683,2,4,2,50,2,4,1,1,3,1,2,2,2,2,1,5,24,1,1,5,5,2
16729,11,2018,4691,1,4,1,150,4,4,1,3,3,1,0,0,2,1,1,15,63,4,2,1,5,4
16730,4,2018,4731,1,1,1,10,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,2
16731,5,2018,4742,1,8,2,30,1,3,3,1,2,4,0,0,2,1,1,3,15,1,1,2,2,2
16732,5,2018,4742,1,8,2,30,1,3,3,1,2,4,0,0,2,2,1,3,15,1,1,2,2,2
16733,12,2018,4749,2,1,1,140,4,1,0,0,0,0,0,0,0,1,1,12,58,1,1,5,5,4
16734,7,2018,4758,2,6,2,30,1,3,1,1,3,4,1,2,2,1,1,1,103,1,1,2,5,3
